party,party_sentence,topic_code,coalition_sentence,similarity_score
90/Greens,"Die verstärkte Zusammenarbeit im Rahmen der Verträge bietet dafür gute Möglichkeiten und muss stets im Bestreben, dass sich letztlich alle anschließen können, und mit vollen Parlamentsrechten erfolgen.",108,"Wir begrüßen, dass die Koalitionsfraktionen beabsichtigen, eine Kooperationsabrede zu treffen, um diesem Anspruch gerecht zu werden: Die Geschäftsordnung des Deutschen Bundestages soll reformiert, die Fragestunde und die Befragung der Bundesregierung dynamischer und interaktiver gestaltet, das Parlament bei internationalen Angelegenheiten insbesondere durch Regierungserklärungen gestärkt und für bestimmte Ausschüsse sollen öffentliche Sitzungen, die in Echtzeit übertragen werden, zur Regel werden.",0.7180161
90/Greens,"Wir wollen, dass sich der Bund hier stärker engagiert und das Bundesamt für Bevölkerungsschutz und Katastrophenhilfe mehr Kompetenzen bekommt.",302,105 Bevölkerungsschutz Der Bund muss mehr Verantwortung für den Bevölkerungsschutz übernehmen.,0.7180069
90/Greens,"Das Verpackungsgesetz wird zum Wertstoffgesetz, das allen ökologisch vorteilhaften Mehrwegprodukten Vorrang einräumt sowie Müllvermeidung und hochwertiges Recycling fördert.",416.2,Qualitätsgesicherte Abfallprodukte sollen aus dem Abfallrecht entlassen werden und einen Produktstatus erlangen.,0.71797353
90/Greens,"Um die offene Gesellschaft, unsere Demokratie und die Menschen zu schützen, müssen wir Terror entschieden bekämpfen – durch effektive intersektional ausgerichtete Präventionsarbeit, bessere Vernetzung der Sicherheitsbehörden und eine konsequente Überwachung von sogenannten Gefährder*innen.",605.1,"Terroristen und Terroristen sowie Extremistinnen und Extremisten gilt es, konsequent zu entwaffnen.",0.7178658
90/Greens,"Wir werden die Planungen und Genehmigungen durch vereinfachte Verfahren, mehr Personal und einheitliche Bewertungsmaßstäbe beschleunigen.",303,"Die Verfahren, Entscheidungen und Umsetzungen müssen deutlich schneller werden.",0.71784353
90/Greens,Verfahren werden durch die Bündelung von Genehmigungen verschlankt und die vorhandenen Ansätze von „konzentrierten Genehmigungen“ auf alle zentralen Infrastrukturprojekte ausgedehnt.,303,"Wir wollen das Instrument der Plangenehmigung, insbesondere bei Unterhaltungs-, Sanierungs-, Erneuerungs-, Ersatz- und Ergänzungsmaßnahmen im unmittelbaren räumlichen Zusammenhang mit existierenden Infrastrukturen innerhalb des europäischen Rechtsrahmens stärker nutzbar machen.",0.71782875
90/Greens,Hierfür wollen wir die rechtlichen Voraussetzungen schaffen.,202.1,Wir werden möglichst frühe Stichtage für die anzuwendende Sach- und Rechtslage vorsehen.,0.71780044
90/Greens,Die dadurch anstehende Reform der Finanzierung wissenschaftlicher Publikationen darf nicht zu Lasten der Forscher*innen oder ihrer Einrichtungen gehen.,411,Einer Entkopplung der Budgetentwicklung zwischen Hochschulen und außeruniversitären Forschungseinrichtungen wirken wir entgegen.,0.71777344
90/Greens,"Wir müssen nicht nur technologisch exzellent sein, sondern bahnbrechende Technologien auch in neue Geschäftsmodelle, Märkte, Dienstleistungen und Produkte umwandeln können.",411,"Innovativen Materialien, Technologien und Start-ups wollen wir den Markteintritt und Zulassungen erleichtern.",0.7177727
90/Greens,"Niemand soll sich zwischen Kind und Job, Ausbildung oder Studium entscheiden müssen, darum soll der Anspruch auf ein Kinderkrankengeld auf 15 Tage im Jahr pro Kind und Elternteil steigen, Alleinerziehende bekommen 30 Tage.",504,Wir werden die Kinderkrankentage pro Kind und Elternteil auf 15 Tage und für Alleinerziehende auf 30 Tage erhöhen.,0.71776205
90/Greens,Diese Arbeitsbedingungen wollen wir verbessern.,701,Die Beschäftigungsduldung wollen wir entfristen und Anforderungen realistisch und praxistauglicher fassen.,0.71776086
90/Greens,"Voraussetzung dafür ist eine Zwischen- und Endlagerung von schwach-, mittel- und vor allem von hochradioaktivem Abfall bei höchsten Sicherheitsstandards.",501,"Die Standortsuche für ein Endlager für hochradioaktive Abfälle soll entsprechend der gesetzlich festgelegten Prinzipien wissenschaftsbasiert, partizipativ, transparent, sich selbst hinterfragend und lernend fortgesetzt werden.",0.71772933
90/Greens,Die Einhaltung von Menschenrechten muss von Sportverbänden auf Grundlage der UN-Leitprinzipien für Wirtschaft und Menschenrechte umgesetzt und bei der Vergabe von Sportgroßereignissen zur Voraussetzung gemacht werden.,201.2,Die Mitwirkungsrechte der Athletinnen und Athleten stärken wir durch die dauerhafte Finanzierung der Vereinigung Athleten Deutschland e.V.,0.71764266
90/Greens,Wir werden daher an einem strengen Zulassungsverfahren und am europäisch verankerten Vorsorgeprinzip festhalten.,403,Bei Nicht-Einhaltung der vereinbarten Standards und Verfahren setzen wir auf eine konsequente Anwendung aller vereinbarten Maßnahmen und Gegenmaßnahmen.,0.7176407
90/Greens,"Im Einklang mit Naturschutz- und Waldbesitzerverbänden setzen wir uns für wald-, natur- und tierschutzgerechte Bejagungsmethoden ein.",501,Diese wird mit einer Mitwirkungspflicht für die anerkannten Naturschutzverbände und für die betroffene Öffentlichkeit kombiniert.,0.7176023
90/Greens,Das Asylverfahren findet dann im aufnehmenden Mitgliedstaat statt.,108,Wir werden das Asylbewerberleistungsgesetz im Lichte der Rechtsprechung des Bundesverfassungsgerichts weiterentwickeln.,0.7175652
90/Greens,"Mit der Istanbul-Konvention haben wir ein Instrument an der Hand, das die notwendigen Maßnahmen beschreibt.",605.1,Die bereits empfohlenen einkommensbasierten Instrumente führen wir ein.,0.71750873
90/Greens,"Die anerkennt, dass ein Koalitionspartner Wertvolles an den Tisch bringt und ebenso recht haben kann.",202.1,Das Vorschlagsrecht für die jeweiligen Ämter liegt bei den entsprechenden Koalitionspartnern.,0.7175008
90/Greens,"Deswegen werden wir ein Klimaschutz-Sofortprogramm auf den Weg bringen, das in allen Sektoren sofort wirksame Maßnahmen anstößt, bestehende Ausbauhindernisse beseitigt, naheliegende Einsparmöglichkeiten umsetzt und auch die Klima-und Entwicklungspartnerschaften im Sinne des globalen Budgetansatzes stärkt.",501,Stärker noch als bisher werden im KTF Maßnahmen zum nationalen und internationalen Klimaschutz und 161 zur Transformation der Wirtschaft gebündelt.,0.7174989
90/Greens,"Werden sie veräußert, sollen Kommunen und kommunale Wohnungsgesellschaften ein Erstzugriffsrecht erhalten.",413,Dabei wollen wir auch Themen wie die Situation der alten kommunalen Wohnungsgesellschaften und das Anspruchs- und Anwartschaftsüberführungsgesetz (AAÜG) adressieren.,0.71743584
90/Greens,Begünstigungen für Betriebsvermögen werden wir im verfassungsrechtlich erlaubten und wirtschaftlich gebotenen Umfang einführen.,402,B. mit Tilgungszuschüssen und Zinsverbilligungen beim Eigentumserwerb unterstützen.,0.7174114
90/Greens,"Wir werden die Planungen und Genehmigungen durch vereinfachte Verfahren, mehr Personal und einheitliche Bewertungsmaßstäbe beschleunigen.",303,"Wir vereinfachen den Abruf bereitgestellter Mittel, indem wir Basis- und Bonustopf zusammenführen und die Frist für den Beschleunigungstopf verlängern.",0.7173238
90/Greens,"Die Planung unserer Infrastruktur für Strom, Wärme und Wasserstoff braucht ein Update und muss Klimaneutralität in den Mittelpunkt stellen.",416.2,"Dazu werden wir Bundesnetzagentur und Netzbetreiber umgehend beauftragen, einen über die aktuellen Netzentwicklungsplanungen hinausgehenden Plan für ein Klimaneutralitätsnetz zu berechnen und den Bundesbedarfsplan entsprechend fortschreiben.",0.71729994
90/Greens,Wir setzen das EU-Wasserrecht endlich konsequent um,501,Für die Wiederverwendung von Abwasser streben wir die rasche Umsetzung der europäischen Vorgaben und eine sichere und rechtsichere Ausgestaltung an.,0.7172967
90/Greens,Jenseits der Terrorabwehr lehnen wir Grundrechtseingriffe aufgrund einer Einstufung als sogenannte*r Gefährder*in ab.,201.2,"Wir stellen uns allen verfassungsfeindlichen, gewaltbereiten Bestrebungen und Verschwörungsideologien entschieden entgegen.",0.7172826
90/Greens,"Sie spielt in immer mehr gesellschaftlich relevanten Bereichen eine entscheidende Rolle und ist Grundlage für unsere Anforderungen in Bezug auf Offenheit, Teilhabe und Sicherheit.",411,"Sie zu verteidigen und fair zu gestalten, ist uns wichtig.",0.71726257
90/Greens,Wir setzen uns für die Einführung einer Unternehmensform für Verantwortungseigentum ein.,402,"Wir werden die Konzernzurechnung aus dem Mitbestimmungsgesetz auf das Drittelbeteiligungsgesetz übertragen, sofern faktisch eine echte Beherrschung vorliegt.",0.71719575
90/Greens,Dieses Angebot wollen wir ausbauen.,504,Außerdem werden wir uns für eine Ausweitung des Informationsaustausches einsetzen.,0.71714807
90/Greens,"Wir werden dafür sorgen, dass dank besserer Züge, Busse, Rad- und Fußwege und flankierender Maßnahmen bis 2030 mehr als die Hälfte der Wege im Umweltverbund zurückgelegt werden.",501,Bis 2030 wollen wir 75 Prozent des Schienennetzes elektrifizieren und innovative Antriebstechnologien unterstützen.,0.71711963
90/Greens,"Sichere Arbeitsbedingungen und gleiche Karrierechancen für alle sind die Voraussetzungen für eine lebendige und innovative Wissenschaftslandschaft, die auch für Wissenschaftler*innen aus dem Ausland attraktiv ist.",411,"Starke Wissenschaft und Forschung sind dabei die Garanten für Wohlstand, Lebensqualität, sozialen Zusammenhalt und eine nachhaltige Gesellschaft.",0.71705294
90/Greens,"Ziel ist es, die Forschung in dem Bereich zu verbreitern, neue Ansätze zu testen, den Austausch zwischen verschiedenen Projekten zu befördern und beratend bei der Zusammenführung von Daten zu unterstützen, damit soll auch Missbrauch verhindert und Schlichtungen sollen begleitet werden.",411,"Dazu verbessern wir die Rahmenbedingungen auch für Populationssorten, fördern Modellprojekte wie Crowd-Breeding, Digitalisierung, stellen Transparenz über Züchtungsmethoden her und stärken die Risiko- und Nachweisforschung.",0.716846
90/Greens,Deshalb müssen starke Kinderrechte entlang der Grundprinzipien der VN-Kinderrechtskonvention ins Grundgesetz.,201.2,Dafür werden wir einen Gesetzesentwurf vorlegen und zugleich das Monitoring zur Umsetzung der UN- Kinderrechtskonvention ausbauen.,0.7167629
90/Greens,"Die anerkennt, dass ein Koalitionspartner Wertvolles an den Tisch bringt und ebenso recht haben kann.",202.1,"Der vorliegende Koalitionsvertrag zeigt, dass wir tragfähige gemeinsame Lösungen gefunden haben.",0.7166926
90/Greens,"Dafür braucht es auch Männer, die für eine Gesellschaft einstehen, in der Macht, Möglichkeiten und Verantwortung gerecht geteilt werden und Sexismus entschieden bekämpft wird.",503,Wir wollen ein starkes Bündnis gegen Sexismus.,0.7166808
90/Greens,Die Kaufförderung emissionsfreier Autos wollen wir in ein Bonus-Malus-System überführen und für Elektro- Leichtfahrzeuge öffnen.,403,"Außerhalb des bestehenden Systems der Flottengrenzwerte setzen wir uns dafür ein, dass nachweisbar nur mit E-Fuels betankbare Fahrzeuge neu zugelassen werden können.",0.71668077
90/Greens,"Wer digital souverän sein will, muss entsprechend handeln und darf die Sicherheit aller nicht unterlaufen.",605.1,Wir wollen den Schutz der Menschenrechte im digitalen Zeitalter stärken und hierfür die Internetfreiheit und digitale Menschenrechte zu außenpolitischen Schwerpunkten machen.,0.71667635
90/Greens,Die Tagesförderstätten wollen wir in diesen Prozess mit einbeziehen.,503,Wir wollen die Kaskadennutzung als Grundsatz verankern.,0.7165001
90/Greens,"So sollen Schulen zu Orten werden, die – verankert in der Nachbarschaft – auf die Entwicklung der jeweiligen Potenziale der Kinder ausgerichtet sind.",506,Deshalb müssen die Grundlagen für soziale Aufstiegschancen schon in Kita und Schule gelegt werden.,0.71649265
90/Greens,"Deswegen setzen wir uns auf europäischer Ebene für eine ambitionierte EU-Richtlinie für Lohngleichheit ein und werden national ein effektives Entgeltgleichheitsgesetz einführen, das auch für kleine Betriebe gilt und die Unternehmen verpflichtet, von sich aus über die Bezahlung von Frauen und Männern und über ihre Maßnahmen zum Schließen des eigenen Pay-Gaps zu berichten.",503,Wir unterstützen als eine Maßnahme die EU-Richtlinie für Lohntransparenz.,0.7164926
90/Greens,Innovationseinheiten und agile Projektteams in den Behörden sollen diesen Kulturwandel befördern und zugleich für Zusammenarbeit über alle Ebenen hinweg sorgen.,303,"In einem „Plenum der Kultur“ werden wir mit Kommunen, Ländern, Kulturproduzentinnen und -produzenten, Verbänden und Zivilgesellschaft Kooperation verbessern und Potenziale von Standards beraten.",0.71636015
90/Greens,Aus dem jährlichen Rechtsstaatlichkeitsbericht sollen konkrete Maßnahmen bis hin zu Vertragsverletzungsverfahren und der Nichtauszahlung von Subventionen folgen.,202.1,"Gleichzeitig werden wir im Rat die Anwendung der bestehenden Rechtsstaatsinstrumente (Rechtsstaatsdialog, Rechtsstaatscheck, Konditionalitätsmechanismus, Vertragsverletzungsverfahren, Empfehlungen und Feststellungen nach Artikel-7-Verfahren) konsequenter durchsetzen und weiterentwickeln.",0.7160926
90/Greens,Den Optionszwang im Staatsangehörigkeitsrecht wollen wir abschaffen und Mehrstaatigkeit anerkennen.,607.2,Wir schaffen ein modernes Staatsangehörigkeitsrecht.,0.71598345
90/Greens,Für eine aktive europäische Politik mit unseren Nachbarstaaten,H,"143 Außen, Sicherheit, Verteidigung, Entwicklung, Menschenrechte Unsere Außen-, Sicherheits- und Entwicklungspolitik werden wir wertebasiert und europäischer aufstellen.",0.715969
90/Greens,"Deshalb wollen wir diese Notrufleitstellen zu Gesundheitsleitstellen verbinden, die rund um die Uhr eine verlässliche Lotsenfunktion übernehmen.",504,"Durch eine Verschränkung der Rettungsleitstellen mit den KV-Leitstellen und standardisierten Einschätzungssystemen (telefonisch, telemedizinisch oder vor Ort) erreichen wir eine bedarfsgerechtere Steuerung.",0.7159043
90/Greens,"Wir wollen daher Qualitätskriterien sowie die europäischen Anstrengungen für Transparenz und Überprüfbarkeit vorantreiben, damit algorithmische Entscheidungssysteme nicht diskriminierend wirken.",503,"Wir werden die Qualität der Daten im Transparenzregister verbessern, sodass die wirtschaftlich Berechtigten in allen vorgeschriebenen Fällen tatsächlich ausgewiesen werden.",0.71585953
90/Greens,"Nun gilt es mit voller Gleichberechtigung und mehr Beteiligung unsere liberale Demokratie zu stärken, in Deutschland und in Europa, auf den Straßen, in den Parlamenten, und unsere Institutionen fit zu machen für die Aufgaben dieses Jahrzehnts.",202.1,"Wir befähigen die liberalen Demokratien Europas dazu, Desinformation, Fake-News, Kampagnen, Propaganda sowie Manipulationen aus dem In- und Ausland besser abwehren zu können.",0.7158505
90/Greens,"Sicherheitsgesetze müssen auf den Prüfstand, zukünftig auf valider Empirie beruhen und hinsichtlich ihrer Wirksamkeit regelmäßig unabhängig evaluiert werden.",605.1,Deshalb erstellen wir eine Überwachungsgesamtrechnung und bis spätestens Ende 2023 eine unabhängige wissenschaftliche Evaluation der Sicherheitsgesetze und ihrer Auswirkungen auf Freiheit und Demokratie im Lichte 109 technischer Entwicklungen.,0.7157109
90/Greens,Dies wollen wir im Bund mit den richtigen Rahmenbedingungen unterstützen.,301,"Wir werden den Vorschlägen der EU-Kommission zu den Plänen des Wiederaufbaufonds zustimmen, wenn Voraussetzungen wie eine unabhängige Justiz gesichert sind.",0.7156269
90/Greens,"Der Afrikanischen Union und den Regionalorganisationen stehen wir bei der Umsetzung ihrer Agenda 2063, der afrikanischen Freihandelszone und der regionalen Entwicklungs- und Friedensagenden zur Seite.",107,Dazu werden wir uns weiterhin im Rahmen des G20 Compact with Africa engagieren.,0.7156055
